img=images/tilesheets/LPC-outdoor.png

# animation
# animation=tilenumber;X,Y,duration;X,Y,duration (etc)

# tileset
#     number | pos. | line |lunghezza |altezza |asse x |asse y

tile=	16,	0,	0,	32,	32,	32,	32,
tile=	17,	32,	0,	32,	32,	32,	32,
tile=	18,	64,	0,	32,	32,	32,	32,
tile=	19,	96,	0,	32,	32,	32,	32,
tile=	20,	128,	0,	32,	32,	32,	32,
tile=	21,	160,	0,	32,	32,	32,	32,
tile=	22,	192,	0,	32,	32,	32,	32,
tile=	23,	224,	0,	32,	32,	32,	32,
tile=	24,	256,	0,	32,	32,	32,	32,
tile=	25,	288,	0,	32,	32,	32,	32,
tile=	26,	320,	0,	32,	32,	32,	32,
tile=	27,	352,	0,	32,	32,	32,	32,
tile=	28,	384,	0,	32,	32,	32,	32,
tile=	29,	416,	0,	32,	32,	32,	32,
tile=	30,	448,	0,	32,	32,	32,	32,
tile=	31,	480,	0,	32,	32,	32,	32,
tile=	32,	512,	0,	32,	32,	32,	32,
tile=	33,	544,	0,	32,	32,	32,	32,
tile=	34,	576,	0,	32,	32,	32,	32,
animation=34;576,0,550;608,0,550;640,0,550;672,0,550;704,0,550
tile=	35,	608,	0,	32,	32,	32,	32,
tile=	36,	640,	0,	32,	32,	32,	32,
tile=	37,	672,	0,	32,	32,	32,	32,
tile=	38,	704,	0,	32,	32,	32,	32,
tile=	39,	736,	0,	32,	32,	32,	32,
tile=	40,	768,	0,	32,	32,	32,	32,
tile=	41,	800,	0,	32,	32,	32,	32,
tile=	42,	832,	0,	32,	32,	32,	32,
tile=	43,	864,	0,	32,	32,	32,	32,
animation=43;864,0,1000;1760,704,1000
tile=	44,	896,	0,	32,	32,	32,	32,
animation=44;896,0,1000;1792,704,1000
tile=	45,	928,	0,	32,	32,	32,	32,
animation=45;928,0,1000;1824,704,1000
tile=	46,	960,	0,	32,	32,	32,	32,
tile=	47,	992,	0,	32,	32,	32,	32,
tile=	48,	1024,	0,	32,	32,	32,	32,
tile=	49,	1056,	0,	32,	32,	32,	32,
tile=	50,	1088,	0,	32,	32,	32,	32,
tile=	51,	1120,	0,	32,	32,	32,	32,
tile=	52,	1152,	0,	32,	32,	32,	32,
tile=	53,	1184,	0,	32,	32,	32,	32,
tile=	54,	1216,	0,	32,	32,	32,	32,
tile=	55,	1248,	0,	32,	32,	32,	32,
tile=	56,	1280,	0,	32,	32,	32,	32,
tile=	57,	1312,	0,	32,	32,	32,	32,
tile=	58,	1344,	0,	32,	32,	32,	32,
tile=	59,	1376,	0,	32,	32,	32,	32,
tile=	60,	1408,	0,	32,	32,	32,	32,
tile=	61,	1440,	0,	32,	32,	32,	32,
tile=	62,	1472,	0,	32,	32,	32,	32,
tile=	63,	1504,	0,	32,	32,	32,	32,
tile=	64,	1536,	0,	32,	32,	32,	32,
tile=	65,	1568,	0,	32,	32,	32,	32,
tile=	66,	1600,	0,	32,	32,	32,	32,
tile=	67,	1632,	0,	32,	32,	32,	32,
tile=	68,	1664,	0,	32,	32,	32,	32,
tile=	69,	1696,	0,	32,	32,	32,	32,
tile=	70,	1728,	0,	32,	32,	32,	32,
tile=	71,	1760,	0,	32,	32,	32,	32,
tile=	72,	1792,	0,	32,	32,	32,	32,
tile=	73,	1824,	0,	32,	32,	32,	32,
tile=	74,	1856,	0,	32,	32,	32,	32,
tile=	75,	1888,	0,	32,	32,	32,	32,
tile=	76,	1920,	0,	32,	32,	32,	32,
tile=	77,	1952,	0,	32,	32,	32,	32,
tile=	78,	1984,	0,	32,	32,	32,	32,
tile=	79,	2016,	0,	32,	32,	32,	32,
tile=	80,	0,	32,	32,	32,	32,	32,
tile=	81,	32,	32,	32,	32,	32,	32,
tile=	82,	64,	32,	32,	32,	32,	32,
tile=	83,	96,	32,	32,	32,	32,	32,
tile=	84,	128,	32,	32,	32,	32,	32,
tile=	85,	160,	32,	32,	32,	32,	32,
tile=	86,	192,	0,	64,	64,	32,	64,
tile=	87,	224,	32,	32,	32,	32,	32,
tile=	88,	256,	32,	32,	32,	32,	32,
tile=	89,	288,	32,	32,	32,	32,	32,
tile=	90,	320,	32,	32,	32,	32,	32,
tile=	91,	352,	32,	32,	32,	32,	32,
tile=	92,	384,	32,	32,	32,	32,	32,
animation=92;384,32,550;384,0,550
tile=	93,	416,	32,	32,	32,	32,	32,
animation=93;416,32,550;416,0,550
tile=	94,	448,	32,	32,	32,	32,	32,
tile=	95,	480,	32,	32,	32,	32,	32,
tile=	96,	512,	32,	32,	32,	32,	32,
tile=	97,	544,	32,	32,	32,	32,	32,
tile=	98,	576,	32,	32,	32,	32,	32,
animation=98;576,32,550;608,32,550;640,32,550;672,32,550;704,32,550
tile=	99,	608,	32,	32,	32,	32,	32,
tile=	100,	640,	32,	32,	32,	32,	32,
tile=	101,	672,	32,	32,	32,	32,	32,
tile=	102,	704,	32,	32,	32,	32,	32,
tile=	103,	736,	32,	32,	32,	32,	32,
tile=	104,	768,	32,	32,	32,	32,	32,
tile=	105,	800,	32,	32,	32,	32,	32,
tile=	106,	832,	32,	32,	32,	32,	32,
tile=	107,	864,	32,	32,	32,	32,	32,
animation=107;864,32,1000;1760,736,1000
tile=	108,	896,	32,	32,	32,	32,	32,
animation=108;896,32,950;1792,736,1000
tile=	109,	928,	32,	32,	32,	32,	32,
animation=109;928,32,1000;1824,736,1000
tile=	110,	960,	32,	32,	32,	32,	32,
tile=	111,	992,	32,	32,	32,	32,	32,
tile=	112,	1024,	32,	32,	32,	32,	32,
tile=	113,	1056,	32,	32,	32,	32,	32,
tile=	114,	1088,	32,	32,	32,	32,	32,
tile=	115,	1120,	32,	32,	32,	32,	32,
tile=	116,	1152,	32,	32,	32,	32,	32,
tile=	117,	1184,	32,	32,	32,	32,	32,
tile=	118,	1216,	32,	32,	32,	32,	32,
tile=	119,	1248,	32,	32,	32,	32,	32,
tile=	120,	1280,	32,	32,	32,	32,	32,
tile=	121,	1312,	32,	32,	32,	32,	32,
tile=	122,	1344,	32,	32,	32,	32,	32,
tile=	123,	1376,	32,	32,	32,	32,	32,
tile=	124,	1408,	32,	32,	32,	32,	32,
tile=	125,	1440,	32,	32,	32,	32,	32,
tile=	126,	1472,	32,	32,	32,	32,	32,
tile=	127,	1504,	32,	32,	32,	32,	32,
tile=	128,	1536,	32,	32,	32,	32,	32,
tile=	129,	1568,	32,	32,	32,	32,	32,
tile=	130,	1600,	32,	32,	32,	32,	32,
tile=	131,	1632,	32,	32,	32,	32,	32,
tile=	132,	1664,	32,	32,	32,	32,	32,
