[header]
width=38
height=96
tilewidth=32
tileheight=32
orientation=orthogonal
background_color=0,0,0,255
music=music/Grasslands_Theme.mp3
tileset=tilesetdefs/outdoor.txt

[tilesets]
tileset=../images/tilesheets/collision.png,32,32,0,0
tileset=../images/tilesheets/LPC-outdoor.png,32,32,0,0

[layer]
type=background
data=
992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,1302,1306,1306,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,1302,1434,1434,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,1238,1176,1434,1434,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,1302,1110,1434,1434,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,1302,1434,1434,1110,1175,1240,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,1238,1176,1434,1434,1434,1434,1175,1240,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,992,1238,1239,1239,1176,1434,1110,1434,1434,1174,1435,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,992,1302,1434,1434,1434,1434,1434,1435,1434,1434,1433,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,992,1238,1176,1111,1112,1434,1435,1434,1434,1433,1434,1434,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,992,992,992,1238,1176,1434,1175,1176,1434,1434,1111,1112,1434,1434,1111,1368,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,1238,1239,1239,1176,1306,1434,1434,1434,1306,1111,1430,1431,1112,1434,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,992,1302,1434,1433,1434,1434,1434,992,992,1434,1175,1176,1175,1176,1434,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,992,1238,1176,1110,1434,1434,1174,1434,992,992,1435,1434,1434,1434,1434,1306,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,992,992,992,992,992,1238,1176,1434,1434,1434,1435,1434,1434,1434,1434,1434,1434,1434,1434,1111,1367,1368,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
992,1238,1239,1239,1239,1239,1176,1434,1434,1111,1112,1434,1434,1434,1435,1434,1434,1174,1434,1433,1304,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
1239,1176,1434,1306,1306,1306,1306,1433,1434,1175,1176,1434,1434,1174,1434,1435,1434,1435,1434,1111,1368,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,
